Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
1970-01-01 00:00:53, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 39.39, 34.86, 54.66, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:00:54, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 39.50, 34.95, 54.59, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:00:55, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.48, 34.97, 54.52, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:00:56, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 39.50, 34.85, 54.40, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:00:57, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.85, 39.42, 34.94, 54.34, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:00:58, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 39.35, 34.91, 54.32, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:00:59, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 39.34, 34.95, 54.21, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:01:00, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 39.41, 34.94, 54.18, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:01:01, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.38, 34.90, 54.19, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:01:02, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 39.38, 34.90, 54.12, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:03, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.85, 39.41, 34.88, 54.12, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:01:04, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.85, 39.35, 34.97, 54.02, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:01:05, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.34, 34.95, 53.98, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:01:06, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.85, 39.30, 34.90, 53.78, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:07, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 39.26, 34.88, 53.84, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:08, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.85, 39.26, 34.92, 53.80, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:09, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.23, 34.92, 53.69, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:10, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.85, 39.28, 34.90, 53.65, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:01:11, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 39.28, 35.02, 53.62, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:12, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 39.26, 34.90, 53.60, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:13, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.85, 39.32, 34.92, 53.52, 0.00, 2.15, 16.00, 10.00, 0.00
1970-01-01 00:01:14, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.24, 34.90, 53.41, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:15, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.22, 34.90, 53.39, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:16, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.24, 34.91, 53.32, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:17, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 39.21, 34.88, 53.26, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:18, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.22, 34.91, 53.16, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:19, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 39.21, 34.86, 53.16, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:20, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 39.19, 34.90, 53.10, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:21, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 39.13, 34.91, 53.05, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:22, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.20, 34.92, 53.01, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:23, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.14, 34.84, 52.91, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:24, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 39.10, 34.98, 52.88, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:25, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 39.09, 34.85, 52.84, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:26, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.10, 34.94, 52.83, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:27, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.20, 34.84, 52.78, 0.00, 2.14, 16.00, 10.00, 0.00
1970-01-01 00:01:28, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 39.09, 34.88, 52.68, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:29, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.08, 34.90, 52.70, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:30, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 39.06, 34.91, 52.60, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:31, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 39.06, 34.98, 52.54, 0.00, 2.12, 16.00, 10.00, 0.00
1970-01-01 00:01:32, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.06, 34.86, 52.47, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:33, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 39.05, 34.84, 52.45, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:34, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 39.03, 34.92, 52.43, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:35, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 39.03, 34.98, 52.34, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:36, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 39.05, 34.96, 52.20, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:37, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.94, 34.96, 52.17, 0.00, 2.13, 16.00, 10.00, 0.00
1970-01-01 00:01:38, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 39.01, 34.85, 52.11, 0.00, 2.12, 16.00, 10.00, 0.00
1970-01-01 00:01:39, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 38.94, 34.91, 52.06, 0.00, 2.13, 16.00, 10.00, 0.00
2018-06-27 11:54:12, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 38.95, 34.94, 52.02, 0.00, 2.13, 16.00, 10.00, 0.00
2018-06-27 11:54:13, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.80, 39.00, 34.91, 51.95, 0.00, 2.12, 16.00, 10.00, 0.00
2018-06-27 11:54:14, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.98, 34.90, 51.88, 0.00, 2.12, 16.00, 10.00, 0.00
2018-06-27 11:54:15, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.96, 34.91, 51.78, 0.00, 2.12, 16.00, 10.00, 0.00
2018-06-27 11:54:16, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.92, 34.95, 51.78, 0.00, 2.12, 16.00, 10.00, 0.00
2018-06-27 11:54:17, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.80, 38.92, 34.95, 51.70, 0.00, 2.12, 16.00, 10.00, 0.00
2018-06-27 11:54:18, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 38.89, 34.94, 51.60, 0.00, 2.12, 16.00, 10.00, 0.00
2018-06-27 11:54:19, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.88, 34.88, 51.55, 0.00, 2.12, 16.00, 10.00, 0.00
2018-06-27 11:54:20, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.88, 34.88, 51.50, 0.00, 2.12, 16.00, 10.00, 0.00
2018-06-27 11:54:21, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.87, 34.95, 51.43, 0.00, 2.12, 16.00, 10.00, 0.00
2018-06-27 11:54:22, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.87, 34.95, 51.40, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:24, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 38.91, 34.99, 51.39, 0.00, 2.12, 16.00, 10.00, 0.00
2018-06-27 11:54:25, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.84, 34.97, 51.23, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:26, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.80, 34.96, 51.20, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:27, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.85, 35.03, 51.12, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:28, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.82, 34.98, 51.07, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:29, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.82, 34.94, 50.92, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:30, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.77, 34.94, 50.95, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:31, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.76, 34.95, 50.85, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:32, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.71, 34.88, 50.70, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:33, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.69, 34.85, 50.74, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:34, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 38.71, 34.86, 50.67, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:35, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 38.73, 34.86, 50.59, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:36, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.80, 34.91, 50.48, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:37, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.80, 34.94, 50.52, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:38, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.71, 34.85, 50.34, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:39, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 38.67, 34.84, 50.34, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:40, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.80, 38.73, 34.91, 50.23, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:41, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.76, 34.86, 50.27, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:42, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.70, 34.88, 50.20, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:43, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.72, 34.94, 50.15, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:44, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.82, 34.91, 50.15, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:45, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.71, 34.98, 50.06, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:46, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 38.69, 34.97, 50.04, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:54:47, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.73, 34.97, 50.05, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:48, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.70, 34.96, 49.95, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:49, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 38.73, 34.97, 49.99, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:50, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.74, 34.96, 49.87, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:51, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.71, 34.84, 49.84, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:52, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.69, 34.94, 49.77, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:53, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.64, 34.96, 49.76, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:54, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.71, 34.91, 49.72, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:55, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.58, 34.95, 49.67, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:56, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.56, 34.88, 49.59, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:54:57, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.52, 34.88, 49.53, 0.00, 2.09, 16.00, 10.00, 0.00
2018-06-27 11:54:58, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.54, 34.91, 49.41, 0.00, 2.09, 16.00, 10.00, 0.00
2018-06-27 11:54:59, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.58, 34.91, 49.34, 0.00, 2.09, 16.00, 10.00, 0.00
2018-06-27 11:55:00, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.84, 38.54, 34.94, 49.28, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:01, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.44, 34.90, 49.38, 0.00, 2.09, 16.00, 10.00, 0.00
2018-06-27 11:55:02, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.53, 34.95, 49.16, 0.00, 2.09, 16.00, 10.00, 0.00
2018-06-27 11:55:03, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.53, 34.92, 49.14, 0.00, 2.09, 16.00, 10.00, 0.00
2018-06-27 11:55:04, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.54, 34.91, 49.01, 0.00, 2.12, 16.00, 10.00, 0.00
2018-06-27 11:55:05, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.48, 34.88, 48.99, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:55:06, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.80, 38.47, 34.90, 48.97, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:55:07, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.80, 38.51, 34.91, 48.88, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:55:08, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.58, 34.91, 48.86, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:55:09, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.40, 34.91, 48.86, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:55:10, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.80, 38.38, 34.86, 48.66, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:55:11, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.44, 34.94, 48.62, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:55:12, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.42, 34.86, 48.53, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:55:13, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.80, 38.38, 35.02, 48.55, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:14, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.35, 34.92, 48.46, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:55:15, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.34, 34.88, 48.44, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:16, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.38, 35.03, 48.38, 0.00, 2.11, 16.00, 10.00, 0.00
2018-06-27 11:55:17, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.35, 34.94, 48.30, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:18, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.36, 34.96, 48.30, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:19, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.38, 34.98, 48.23, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:20, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.80, 38.30, 34.91, 48.09, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:21, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.30, 34.97, 48.07, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:22, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.81, 38.30, 34.91, 48.05, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:23, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.38, 34.91, 48.03, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:24, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.30, 34.83, 47.87, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:25, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.24, 34.94, 47.80, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:26, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.80, 38.36, 34.88, 47.80, 0.00, 2.09, 16.00, 10.00, 0.00
2018-06-27 11:55:27, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.83, 38.31, 34.88, 47.75, 0.00, 2.10, 16.00, 10.00, 0.00
2018-06-27 11:55:28, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 12.82, 38.24, 34.94, 47.63, 0.00, 2.09, 16.00, 10.00, 0.00
